author,text
69b0d3dfe919a6b860a9fac82de52a7e,AryehGregor: see the widget where you pick people to share with in G+ for a use case of contenteditable=&quot;&quot; that might be worth bearing in mind
69b0d3dfe919a6b860a9fac82de52a7e,"AryehGregor: also re http://www.w3.org/Bugs/Public/show_bug.cgi?id=12834#c10 -- it's not my scripts, i just use a bugzilla query of open bugs, so closed bugs don't get matched by the query :-)"
69b0d3dfe919a6b860a9fac82de52a7e,that's why i don't see comments on closed bugs
7bf3cba902f3239f3197ced1b9d082a7,Hellllo
6769e6f1555b06fd88df0cf501d313cd,hii
7bf3cba902f3239f3197ced1b9d082a7,Whasho name?
7bf3cba902f3239f3197ced1b9d082a7,:P
547ba332d13e3e5e04e8d518319f81d0,hey
3d2339f537ff4fa39689c62e2c19357b,hii
3d2339f537ff4fa39689c62e2c19357b,asl
547ba332d13e3e5e04e8d518319f81d0,m or f?
3d2339f537ff4fa39689c62e2c19357b,hey
f979e8a5dd58ac25153b52eff001e3d5,hi
c706db981b5c734bd411c5a85892039b,hi
f979e8a5dd58ac25153b52eff001e3d5,bro say somthing
7d2d7edc299e303c939fe8adf602689d,hi!
e8d6d46cd207f1273a1ca31d4fe6abc5,Hi
7d2d7edc299e303c939fe8adf602689d,asl
e8d6d46cd207f1273a1ca31d4fe6abc5,m
e8d6d46cd207f1273a1ca31d4fe6abc5,you
36194710f3d5ea9c5c1391184d82ac2c,hi
36194710f3d5ea9c5c1391184d82ac2c,watcha doing?
36194710f3d5ea9c5c1391184d82ac2c,r u mad at me?
6bf6443c8d8d3dbd2e8798cefc00d963,[http://twitter.com/juansequeda] RDF data and Web contents need to be interconnected RDFa &amp; microformats provide the mechanism #keynote #iswc2011
a31d6c116d98a6d802b1b44e4929f416,hi...
a31d6c116d98a6d802b1b44e4929f416,"i want to ask about this one, can it be used for normal wifi networks like a/b/g ? with normal routers or what?: <a href=""http://www.wisp-router.com/itemdesc.asp?ic=SR4C&amp;eq=&amp;Tp="">http://www.wisp-router.com/itemdesc.asp?ic=SR4C&amp;eq=&amp;Tp=</a>"
79bd959fffb0b8e445451bdb6d19e7d1,no idea what public safety card is
79bd959fffb0b8e445451bdb6d19e7d1,i'd sugest buying a card that says 802.11a/b/g
79bd959fffb0b8e445451bdb6d19e7d1,if thats what you need
79bd959fffb0b8e445451bdb6d19e7d1,#NAME?
a31d6c116d98a6d802b1b44e4929f416,"<a href=""http://www.wisp-router.com/itemdesc.asp?ic=SRC&amp;eq=&amp;Tp="">http://www.wisp-router.com/itemdesc.asp?ic=SRC&amp;eq=&amp;Tp=</a>"
a31d6c116d98a6d802b1b44e4929f416,this is the best a/b/g card isn`t ?
a31d6c116d98a6d802b1b44e4929f416,300mw best signal right ?
79bd959fffb0b8e445451bdb6d19e7d1,no such thing as 'best'
79bd959fffb0b8e445451bdb6d19e7d1,choose what's suitable for your requirements
79bd959fffb0b8e445451bdb6d19e7d1,"<a href=""http://www.ubnt.com/super_range_cardbus4.php4"">http://www.ubnt.com/super_range_cardbus4.php4</a>"
a31d6c116d98a6d802b1b44e4929f416,i want the best signal wich i can catch access point from long distance and i think this one is the best
79bd959fffb0b8e445451bdb6d19e7d1,looks like that card isnt 802.11a/b/g
a31d6c116d98a6d802b1b44e4929f416,"i am talking about <a href=""http://www.wisp-router.com/itemdesc.asp?ic=SRC&amp;eq=&amp;Tp="">http://www.wisp-router.com/itemdesc.asp?ic=SRC&amp;eq=&amp;Tp=</a>"
a31d6c116d98a6d802b1b44e4929f416,"<a href=""http://www.ubnt.com/super_range_cardbus.php4"">http://www.ubnt.com/super_range_cardbus.php4</a>"
a31d6c116d98a6d802b1b44e4929f416,i am ordering that kewl one
79bd959fffb0b8e445451bdb6d19e7d1,looks ok
79bd959fffb0b8e445451bdb6d19e7d1,get something with external connector
a31d6c116d98a6d802b1b44e4929f416,yep it has 2ext not only one :D
79bd959fffb0b8e445451bdb6d19e7d1,yep
79bd959fffb0b8e445451bdb6d19e7d1,looks cool
a31d6c116d98a6d802b1b44e4929f416,i feel like that i am in love with it :P
79bd959fffb0b8e445451bdb6d19e7d1,heh
a20c00215ff91bf327808fcf6d1b00bc,I love my SR9s
a31d6c116d98a6d802b1b44e4929f416,!!
a31d6c116d98a6d802b1b44e4929f416,that works with 2.4 ?
a20c00215ff91bf327808fcf6d1b00bc,it works at 0.9
a20c00215ff91bf327808fcf6d1b00bc,;)
a31d6c116d98a6d802b1b44e4929f416,i am not that good with wireless things
a31d6c116d98a6d802b1b44e4929f416,so you mean it does works ?
a20c00215ff91bf327808fcf6d1b00bc,well
a20c00215ff91bf327808fcf6d1b00bc,the SR9
a20c00215ff91bf327808fcf6d1b00bc,is a 915 mhz radio
a20c00215ff91bf327808fcf6d1b00bc,"vs typical wifi stuff being 2.4, or 802.11a's 5.1-5.8"
a31d6c116d98a6d802b1b44e4929f416,so ?
a31d6c116d98a6d802b1b44e4929f416,so it wont work
a20c00215ff91bf327808fcf6d1b00bc,lower frequency RF will wiggle around/through foliage and buildings better than 2.4
a20c00215ff91bf327808fcf6d1b00bc,my name
a20c00215ff91bf327808fcf6d1b00bc,is neo
a20c00215ff91bf327808fcf6d1b00bc,haha
60ef8eb03f7889973380e99d0248b673,;)
a20c00215ff91bf327808fcf6d1b00bc,my name is neo-geo
a31d6c116d98a6d802b1b44e4929f416,but wich access points should u use
a20c00215ff91bf327808fcf6d1b00bc,"xNinja: theres no complete product yet, just minipci cards.  You just use the same cards on both ends of the link"
a20c00215ff91bf327808fcf6d1b00bc,"'pro' stuff doesn't usually come complete.  You buy the radios, the 'computer', the operating system, etc."
a31d6c116d98a6d802b1b44e4929f416,but the 5. is working with 2.4 if i am not wrong but why not the src9 working also ?
a31d6c116d98a6d802b1b44e4929f416,sorry for the bad english
a20c00215ff91bf327808fcf6d1b00bc,the SRC and the SR9 are very seperate items
a20c00215ff91bf327808fcf6d1b00bc,the SRC is a 2.4 and 5 ghz device
a31d6c116d98a6d802b1b44e4929f416,aha so the sr9 is working only with 0.9 so it cant be used with devices for 2.4/5ghz
a31d6c116d98a6d802b1b44e4929f416,so the best card for the 2.4 is the SRC 300mw right ??
a20c00215ff91bf327808fcf6d1b00bc,depends on what kind of bus interface you want
a20c00215ff91bf327808fcf6d1b00bc,"the best 802.11b/g card I know of is the SR2, but it requires a miniPCI slot."
a20c00215ff91bf327808fcf6d1b00bc,"if you just want something to slap in the side of a laptop, the SRC is the best that I know of."
a31d6c116d98a6d802b1b44e4929f416,aha
a31d6c116d98a6d802b1b44e4929f416,i'll check if thereis a minipci to pcmcia converter
4851d3bd0d66d97ddb4437f0cb527a85,hello?
f968b55fc1d1921951d4ebc6af28f0f3,well hello
f968b55fc1d1921951d4ebc6af28f0f3,:)
8e1945b727d25d334ffbc91b2fd8651d,hi
8e1945b727d25d334ffbc91b2fd8651d,how u
f47636673b14c54021a69dc06f6a19fb,a11aabeeceeae6b8cb5d12ea06b56554: this is the week-end and I think Mike like many people deserves rest. Wait for monday.
a11aabeeceeae6b8cb5d12ea06b56554,thinks f47636673b14c54021a69dc06f6a19fb missed the sarcasm
f47636673b14c54021a69dc06f6a19fb,thinks a11aabeeceeae6b8cb5d12ea06b56554 missed a few other things :) I guess that's life.
a11aabeeceeae6b8cb5d12ea06b56554,f47636673b14c54021a69dc06f6a19fb: :)
a11aabeeceeae6b8cb5d12ea06b56554,f47636673b14c54021a69dc06f6a19fb: But this is the intarwebs! Everyone is always online!
a11aabeeceeae6b8cb5d12ea06b56554,:P
ba12d78fca3b8d77e0b713b796c25cdd,hi&apos;
ab5f38d602a4f2042f4ceba974c5065e,LUX!?
ba12d78fca3b8d77e0b713b796c25cdd,Nirma
ca251621b721d2f424bd6277fca7d914,hello
abf3a4c3249965643fe21d34b2513936,SYSTEM OF A DOWN
ca251621b721d2f424bd6277fca7d914,hello.............
8b8ae655632c503f56c8133785be8a5d,hi
8b8ae655632c503f56c8133785be8a5d,asl
3aa6d772dcd88c24a0a2a04b691c8bab,Poop
3aa6d772dcd88c24a0a2a04b691c8bab,Balls
3aa6d772dcd88c24a0a2a04b691c8bab,Asses
c62283536cf6261e5ffbcb323c8a2571,i came to tonapah and you were't on left at 6 a/m had to get back in carson by 12 talk to you later
ef3293ddac7b93a52f334afe230dfc9d,on a 7920 Wireless IP Phone is there anyway to update the firmware WITHOUT the use of the USB cable ?
a716c7ed1488ce2b4fdf4c04c3bd74c2,what does pdm location mean in the pix configuration ?
b7e984de88cdf78acd6f2004090cffc0,hey FBH^
b7e984de88cdf78acd6f2004090cffc0,I am cool
b7e984de88cdf78acd6f2004090cffc0,just got in work
b7e984de88cdf78acd6f2004090cffc0,going and do some pratice questions
b7e984de88cdf78acd6f2004090cffc0,BCMSN on Friday..
0dd157bf6a2e752b0803a765646e69fa,php.net&quot;)
04b03b3175f441c8c0974062423326b6,hi
04b03b3175f441c8c0974062423326b6,no asl
7a14f11144326659acd515eb54b0c492,afternoon
7a14f11144326659acd515eb54b0c492,hows things
902606926c9677e60f568f2c050918b0,hi
d358f7a80e75755495b520b040bc58bd,horny? girl?
902606926c9677e60f568f2c050918b0,asl?
902606926c9677e60f568f2c050918b0,no
10b7e78c882eb7ef384e41b4e197411e,hey
10b7e78c882eb7ef384e41b4e197411e,asl ?
4bd75bb19d0f4262616eabbaa0be0618,hi
4bd75bb19d0f4262616eabbaa0be0618,m/f?
4bd75bb19d0f4262616eabbaa0be0618,m
10b7e78c882eb7ef384e41b4e197411e,f
4bd75bb19d0f4262616eabbaa0be0618,u?
4bd75bb19d0f4262616eabbaa0be0618,frm?
10b7e78c882eb7ef384e41b4e197411e,indo
10b7e78c882eb7ef384e41b4e197411e,u ?
4bd75bb19d0f4262616eabbaa0be0618,indian
4bd75bb19d0f4262616eabbaa0be0618,19 m
10b7e78c882eb7ef384e41b4e197411e,do you have facebook ?
4bd75bb19d0f4262616eabbaa0be0618,ya
10b7e78c882eb7ef384e41b4e197411e,can i add you
10b7e78c882eb7ef384e41b4e197411e,?
4bd75bb19d0f4262616eabbaa0be0618,ya
10b7e78c882eb7ef384e41b4e197411e,your email ?
10b7e78c882eb7ef384e41b4e197411e,or user name ?
4bd75bb19d0f4262616eabbaa0be0618,dear i thnk u vry fast????/
10b7e78c882eb7ef384e41b4e197411e,why ?
4bd75bb19d0f4262616eabbaa0be0618,v dont know well each other yet...
4bd75bb19d0f4262616eabbaa0be0618,name?
10b7e78c882eb7ef384e41b4e197411e,"Meliana , call me liana :)"
10b7e78c882eb7ef384e41b4e197411e,and you ?
4bd75bb19d0f4262616eabbaa0be0618,nice
10b7e78c882eb7ef384e41b4e197411e,please type fast !
7a07d68d6ac83db369f3989753893f15,hi
5535db24ad0c1e6196e54ea187cdb2f1,hi
7a07d68d6ac83db369f3989753893f15,asl?
5535db24ad0c1e6196e54ea187cdb2f1,how are you?
4417c2b7a3e5243b168ed668b26998a8,im going to bed
48c217a86c81a474f02583cfc14b9756,hey
4417c2b7a3e5243b168ed668b26998a8,bye
1e025c4d3b3039769614c39c59a2f8cc,Hi =]
b20396a8828e4f5185ae673ca8a1f524,"hey, what&apos;s up?"
1e025c4d3b3039769614c39c59a2f8cc,"Not much, u?"
b20396a8828e4f5185ae673ca8a1f524,just kinda sad about summer break... it&apos;s like already August :(
1e025c4d3b3039769614c39c59a2f8cc,I know =[
1e025c4d3b3039769614c39c59a2f8cc,Only a couple weeks left...
b20396a8828e4f5185ae673ca8a1f524,"Fuck, don&apos;t remind me lol... had to stay with my relatives for almost a month... so it feels so short for me lol"
b20396a8828e4f5185ae673ca8a1f524,"Talk about the timing, right?"
1e025c4d3b3039769614c39c59a2f8cc,Where u from? =]
b20396a8828e4f5185ae673ca8a1f524,lol... trade secrets if you want my asl :P
1e025c4d3b3039769614c39c59a2f8cc,Sure u can give ur asl if u want haha
b20396a8828e4f5185ae673ca8a1f524,"nah, it&apos;s what I end up saying eventually, that&apos;s why lol... I can play the game"
1e025c4d3b3039769614c39c59a2f8cc,"The game? haha kay, well i was only wondering where ur from cos i have a feeling it&apos;s Britain"
b20396a8828e4f5185ae673ca8a1f524,you type really slow btw
1e025c4d3b3039769614c39c59a2f8cc,I&apos;m probably completely wrong XD
1e025c4d3b3039769614c39c59a2f8cc,"Sorry, listenin to music"
1e025c4d3b3039769614c39c59a2f8cc,Distracts me haha
b20396a8828e4f5185ae673ca8a1f524,"lol, California... what gives?"
1e025c4d3b3039769614c39c59a2f8cc,"ahh i see, it&apos;s cos i&apos;m from Scotland =]"
1e025c4d3b3039769614c39c59a2f8cc,Dunno what the holidays are over there
86870ccf528ced5f15d539f3b4145ef9,hi
86870ccf528ced5f15d539f3b4145ef9,looking for a horny woman
4ec30c8d1cc186d16d08b20c75156a40,hi
4ec30c8d1cc186d16d08b20c75156a40,asl
dd504fdc036105fdcbe067b3111f2ae4,"Hi there, after updating samba to 3.0.22, users are no longer able to open the same file at the same time ... I have oplocks = no on a per share basis, and strict locking = yes in global. What might've changed? as I didn't change the smb.conf nor the files in question"
0eb40418ab835cda37dc49b920b73981,locking = no ?
0eb40418ab835cda37dc49b920b73981,"also, quite often, ther eare config file changes, which you can see in the release notes file"
0eb40418ab835cda37dc49b920b73981,not sure if oplocks =- locking or not.
0eb40418ab835cda37dc49b920b73981,==
dd504fdc036105fdcbe067b3111f2ae4,I checked the release notes
0eb40418ab835cda37dc49b920b73981,check the smb.conf docs for locking =
dd504fdc036105fdcbe067b3111f2ae4,"and yes, oplocks should == locking"
dd504fdc036105fdcbe067b3111f2ae4,checking
0eb40418ab835cda37dc49b920b73981,roger that
dd504fdc036105fdcbe067b3111f2ae4,"this always gets me a bit worried. About locking, the samba docs mention: &quot;You should never need to set this parameter.&quot;"
0eb40418ab835cda37dc49b920b73981,yup
0eb40418ab835cda37dc49b920b73981,i dont use it in my clients user/group/public setup
dd504fdc036105fdcbe067b3111f2ae4,neither do I at current
dd504fdc036105fdcbe067b3111f2ae4,so I don't see a good reason to change or set it :(
0eb40418ab835cda37dc49b920b73981,ok. so .. uh.. dont? :)
0eb40418ab835cda37dc49b920b73981,"the first person will get a rw oplock, everyone else will get r_only"
dd504fdc036105fdcbe067b3111f2ae4,"what I really don't get is why around 2 hours ago (before I upgraded) everyone was able to read/write to the same file if needed, and now only the first guy to open the file can actually use it. Everyone else just can't do anything with it"
dd504fdc036105fdcbe067b3111f2ae4,"so in other words, everyone should get rw oplock for that file"
0eb40418ab835cda37dc49b920b73981,umm
0eb40418ab835cda37dc49b920b73981,its probably not the best thing to be doing (everyone having concurrent rw perms)
0eb40418ab835cda37dc49b920b73981,unless we're talking about a db/file that is the backend for an application with revision control of some sort
0eb40418ab835cda37dc49b920b73981,whats advantage do you get from everyone having rw at the same time?
dd504fdc036105fdcbe067b3111f2ae4,"well, not much choice, seeing as this crap piece of ERP software uses an MS Access db as backend, and everyone should be able (and WAS able) to have it open so they could read/write to it"
0eb40418ab835cda37dc49b920b73981,"locking = no, restart"
0eb40418ab835cda37dc49b920b73981,and testparm -s ?
dd504fdc036105fdcbe067b3111f2ae4,no warnings on testparm
0eb40418ab835cda37dc49b920b73981,could be a client issue?
dd504fdc036105fdcbe067b3111f2ae4,"all clients have been affected after I upgraded, so that seems unlikely :/"
dd504fdc036105fdcbe067b3111f2ae4,no one has been able to use the file with more than one at a time since
0eb40418ab835cda37dc49b920b73981,"<a href=""http://www.fedoraforum.org/forum/archive/index.php/t-50684.html"">http://www.fedoraforum.org/forum/archive/index.php/t-50684.html</a>"
0eb40418ab835cda37dc49b920b73981,:)
0eb40418ab835cda37dc49b920b73981,"is locking global only, or does it have share scope as well ?"
dd504fdc036105fdcbe067b3111f2ae4,locking is global
dd504fdc036105fdcbe067b3111f2ae4,but you can set oplocks per share
0eb40418ab835cda37dc49b920b73981,what version did you upgrade from/to
0eb40418ab835cda37dc49b920b73981,looks to me like oplocks != locking.
419e9e52abadcf16693392d9d7163c48,hi ho :-)
dd504fdc036105fdcbe067b3111f2ae4,"from a probably 6 months to 1 year old version to latest in Debian, which is now at 3.0.22"
0eb40418ab835cda37dc49b920b73981,"well, as per"
0eb40418ab835cda37dc49b920b73981,"<a href=""http://us1.samba.org/samba/docs/man/manpages-3/smb.conf.5.html"">http://us1.samba.org/samba/docs/man/manpages-3/smb.conf.5.html</a>"
0eb40418ab835cda37dc49b920b73981,locking != oplocks
419e9e52abadcf16693392d9d7163c48,"i have a (short) question. if i change the permission of a directory, how to tell samba, that the permissions have been changed without restarting samba?"
0eb40418ab835cda37dc49b920b73981,theres no need to
0eb40418ab835cda37dc49b920b73981,it checks permissions on file/dir access
0eb40418ab835cda37dc49b920b73981,faik.
0eb40418ab835cda37dc49b920b73981,"ryushe, Oplocks may be selectively turned off on certain files with a share. See the veto oplock files parameter."
0eb40418ab835cda37dc49b920b73981,oplocks = No should work far as im concerned
dd504fdc036105fdcbe067b3111f2ae4,indeed
dd504fdc036105fdcbe067b3111f2ae4,but it's not :(
dd504fdc036105fdcbe067b3111f2ae4,just tried locking = no as well
0eb40418ab835cda37dc49b920b73981,nothin?
dd504fdc036105fdcbe067b3111f2ae4,also not working
0eb40418ab835cda37dc49b920b73981,werd :D
419e9e52abadcf16693392d9d7163c48,"hmmm... so maybe its windows, that means, that there is no read permission :("
419e9e52abadcf16693392d9d7163c48,EyeCue: but if i restart the samba server it will work fine...
dd504fdc036105fdcbe067b3111f2ae4,"EyeCue &gt; thanks for the advise so far, me and the company decided to do debugging tonight, as atm I need to restart samba to test stuff, and there are around 80 people waiting every time"
dd504fdc036105fdcbe067b3111f2ae4,"so for now, o/ and thanks for all the fih"
dd504fdc036105fdcbe067b3111f2ae4,fish even
dd504fdc036105fdcbe067b3111f2ae4,(2 hours of sleep is not good)
0eb40418ab835cda37dc49b920b73981,"indeed, i hadto transplant 400gb raid+ controller last night"
1e44b4eb3521276f3b0bc7398b80433b,asl
38f2b67d3ebf3f9e7529dba9b9da40e1,16/m/lithuania
38f2b67d3ebf3f9e7529dba9b9da40e1,u?
f83e1d7381b8a20f05630b3a71193f44,where you been dave?
ab7faae5d7b250ea8606486575f8f79c,"I think the issues with copyright depend largely on the use cases for extracting and processing the data, and the balance between the cost of false positives and the value of true positives - without knowing that, it seems unreasonable to argue that class=&quot;copyright&quot; is either good or bad. (Or has someone already suggested uses that I've missed?)"
932b433e8e456828a538f138916e4fc4,"I would imagine the main concern is that it violates the “contract” made by previous specifications that class='…' imparts no particular meaning above providing an identification string to hang, e.g., CSS off."
a11aabeeceeae6b8cb5d12ea06b56554,@role (in the XHTML2 WD) will have similar issues if any future revisions to the spec want to add values in the global namespace
ab7faae5d7b250ea8606486575f8f79c,"HTML4 says it's for &quot;For general purpose processing by user agents&quot; in addition to being a style hook, which I'd interpret as saying it can be used for whatever arbitrary things the UA wants"
a11aabeeceeae6b8cb5d12ea06b56554,"@profile directly references it, does it not?"
ab7faae5d7b250ea8606486575f8f79c,"(though it'd be valid to ignore what HTML4 says and only consider the implied agreement between real UAs and authors, that class is just used for styles)"
932b433e8e456828a538f138916e4fc4,That may be a point for disagreement then. Worth exploring I think.
ab7faae5d7b250ea8606486575f8f79c,FF3's microformat support would also be a non-styling use of class
a11aabeeceeae6b8cb5d12ea06b56554,"and that won't use @profile, as too many documents with µf don't use the @profile"
91babb7231d7824d81b758fa6d8d1ae5,"hello, 16f usa, you ?"
a5cd0e38a1cd29cc221e800bc9e93569,no im not usa
a5cd0e38a1cd29cc221e800bc9e93569,how are you
a5cd0e38a1cd29cc221e800bc9e93569,hey dude.. i mean lady... lol
542ebcbcf6ee466a1780913e2c800716,"<a href=""http://www.microsoft.com/windowsserver2003/"">http://www.microsoft.com/windowsserver2003/</a> &lt;- 3,400,000,000+ users can't be wrong&quot;)"
ab9d25780610f568f45ca5a2226d3bfa,Hey
ab9d25780610f568f45ca5a2226d3bfa,Anyone there?
af877b1427eb981eea0eb5683007c0b0,Nio im dead
af877b1427eb981eea0eb5683007c0b0,hm
af877b1427eb981eea0eb5683007c0b0,nice patience
7fc0762935fe41a3aef27592d8d4408c,Ya
7fc0762935fe41a3aef27592d8d4408c,Really nice
b844a0a98f81c321afe1d38ae37f3c28,channel #html-wg
25812bf456959aa5f28dc570f341a3ba,is 'HTML'
5d5b78699e57104f2fa03bbdf7b9197b,by MikeSmith on Tue Jul 05 18:34:48
0a39f78bcb297ab0ebe8a29c28bfed89,changes: microdata; hixie: inaccuracy (whatwg r5528) &lt;http://lists.w3.org/Archives/Public/public-html-diffs/2010Sep/0137.html&gt; ** hixie: Mention xml:space since people seem unable to read the XML spec. (whatwg r5527) &lt;http://lists.w3.org/Archives/Public/public-html-diffs/2010Sep/0136.html&gt;
0a39f78bcb297ab0ebe8a29c28bfed89,"bugmail: [Bug 10197] xml:space is not listed as a global attribute &lt;http://lists.w3.org/Archives/Public/public-html-bugzilla/2010Sep/1286.html&gt; ** &quot;[Bug 10613] In the sample, the text should say &quot;Here, the type is...&quot; instead of &quot;Here, the item is...&quot;&quot; (2 messages in thread) &lt;http://lists.w3.org/Archives/Public/public-html-bugzilla/2010Sep/1285.html&gt; ** [Bug 10659] GET -&gt; &quot;Mutate action&quot; &lt;http://lists.w3.org/Archives/Public/public-html-bugz"
470c9e2dea842e6b2e9d7fc234bd0500,hi
470c9e2dea842e6b2e9d7fc234bd0500,20m here
f6d0c139c23aeca9cef6fbaee8a857f1,Hi
f6d0c139c23aeca9cef6fbaee8a857f1,From
73eaf221abca1b8244e34b0b9e76ac46,"hmm, http://listserver.dreamhost.com/pipermail/whatwg-whatwg.org/2006-December/008870.html has surely existed before"
73eaf221abca1b8244e34b0b9e76ac46,"oh, it's on http://lists.whatwg.org/ now. ok."
edb259c0e0038f38bb200bc20c8cbf7e,"heh, the &lt;di&gt; joke continues"
69b0d3dfe919a6b860a9fac82de52a7e,did he just resend his e-mail? or is my client confused or something.
150ca666565bfcb850b2e2ee3c0f0c64,my client is also confused
150ca666565bfcb850b2e2ee3c0f0c64,so perhaps he did
1e4ee64444841994c72c2d5293d9734b,I think he resent it when w3 had a mail outage earlier.
69b0d3dfe919a6b860a9fac82de52a7e,ah
edb259c0e0038f38bb200bc20c8cbf7e,hmm
edb259c0e0038f38bb200bc20c8cbf7e,iso-2022-cn is the worst of -kr and -jp combined it seems
edb259c0e0038f38bb200bc20c8cbf7e,and then it doesn't even need to be supported if not for XSS
edb259c0e0038f38bb200bc20c8cbf7e,to which IE is vulnerable
099b1aa31886f84e6e100c00eb4a1183,hey
8e516c86e5ff6f109d6ea72e263616a0,finger in anus
099b1aa31886f84e6e100c00eb4a1183,: )
9d85f88908c050eaba3e11fa994c05cc,hi
9d85f88908c050eaba3e11fa994c05cc,asl
12b2c6f82092f63d2fc2f0046bff63da,cello
8a54527d85bfef2e36e28a631d3f43de,"I&apos;m 21, m and a virgin"
159ebc55d92b246a2cc2fe71cc183b7e,hiiiiiiiiiii :)
159ebc55d92b246a2cc2fe71cc183b7e,ROFLMAO why would you say that you loook like a fucking LOSER
8a54527d85bfef2e36e28a631d3f43de,its anonymous so i dont care?
839ca4d4d295948c856b132ede53dc6f,hi
839ca4d4d295948c856b132ede53dc6f,from /
2d1033103f1665d695579a24d7ee8223,hi
2d1033103f1665d695579a24d7ee8223,asl?
a3f19f90edf0a0893c7847d08016abe3,is DOMStringMap used by any other spec? or is its only use for HTMLElement.dataset?
a6586867bed039608abc3b83088c9573,lo all
a6586867bed039608abc3b83088c9573,is there a way to roll back a transaction
a6586867bed039608abc3b83088c9573,we just updated a table and updated 3000 reconds
a6586867bed039608abc3b83088c9573,and w where not supposed to
12409d7eed1215ddfc97c4066919a1e0,"Liquid-Silence: well. if you did use transactions, just don't commit?"
a6586867bed039608abc3b83088c9573,bigfoot- he did it from the mysql console
a6586867bed039608abc3b83088c9573,so now we have to undo what he did
12409d7eed1215ddfc97c4066919a1e0,"IF you used transactions (ie. only innodb tables involved, autocommit switched off, BEGIN at the beginning), &quot;ROLLBACK;&quot; or just not committing should suffice..."
a6586867bed039608abc3b83088c9573,he commited
a6586867bed039608abc3b83088c9573,is the the issue
12409d7eed1215ddfc97c4066919a1e0,I don't know of a way to revert that. (maybe by using a possibly enabled binary log?)
12409d7eed1215ddfc97c4066919a1e0,backups?
a6586867bed039608abc3b83088c9573,yeajh
a6586867bed039608abc3b83088c9573,its from 10 hours back tho
f968110f23a255e1845556b6217d85e9,Are session variables supposed to default to the global variable of the same name?
f968110f23a255e1845556b6217d85e9,"I'm able to set character-set-results to utf8 globally via default-character-set=utf8, but then sessions still use latin1 for character-set-results."
f968110f23a255e1845556b6217d85e9,Now how do I make sessions use utf8 for character-set-results by default (without recompiling)?
f968110f23a255e1845556b6217d85e9,(4.1.x)
04a9cb160efc41e8655471a8173afd0d,i want to store float numbers that could range from -9999.99 to 9999.99....what would i use? float(x?)
12409d7eed1215ddfc97c4066919a1e0,"do you really want to store floating point numbers, or rather fixed point numbers?"
04a9cb160efc41e8655471a8173afd0d,"bigfoot-, its not anything crucial really.. whatever you would suggest to handle that number range"
12409d7eed1215ddfc97c4066919a1e0,"well. if you only want to limit the range, you should use a check constraint (mysql 5.x, afaik)..."
12409d7eed1215ddfc97c4066919a1e0,"but if you're storing something you want to make sure the decimals are right down to the latest digit, use fixed point numbers (DECIMAL)"
04a9cb160efc41e8655471a8173afd0d,"bigfoot-, looking for something simpler... i.e.... even varchar &quot;would&quot; work here... id just prefer a numeric type"
12409d7eed1215ddfc97c4066919a1e0,"I suggest using DECIMAL(6,2)"
04a9cb160efc41e8655471a8173afd0d,ok thanks
a6586867bed039608abc3b83088c9573,"decimal 10,2"
a6586867bed039608abc3b83088c9573,is what I use mostlu
a6586867bed039608abc3b83088c9573,#NAME?
12409d7eed1215ddfc97c4066919a1e0,Liquid-Silence: well. reread what he wants :)
d1bb8fbfbab74180e927de637449d3e2,hey can any body tell me what is the NOT operator in mysql?
0311963ee43c84f5d278b5ff866a7782,Cacious: negation!
d1bb8fbfbab74180e927de637449d3e2,domas: could u plz look at this....&quot;select distinct(`div`) from ACHST where regno!NULL;&quot;
12409d7eed1215ddfc97c4066919a1e0,Cacious: this is invalid syntax... ! is a unary operator
0311963ee43c84f5d278b5ff866a7782,Cacious: WHERE regno;
0311963ee43c84f5d278b5ff866a7782,"if you want to find entries, that are not null ;-)"
12409d7eed1215ddfc97c4066919a1e0,Cacious: you might want to use  WHERE regno IS NOT NULL;
12409d7eed1215ddfc97c4066919a1e0,domas: and what about regnos that are 0?
0311963ee43c84f5d278b5ff866a7782,0 is not null
0311963ee43c84f5d278b5ff866a7782,where regno &gt; 0
0311963ee43c84f5d278b5ff866a7782,will give you proper result
12409d7eed1215ddfc97c4066919a1e0,wtf?
b0ffec9a4956e48c1fb5627ce62f8266,hi
f968110f23a255e1845556b6217d85e9,Hm. According to the docs session vars are indeed initialized from global vars. Then why is character-set-results initialized to latin1 when the global var is set to UTF-8? I experience this behaviour on both CentOS-3 (4.1.7) and CentOS-4 (4.1.12).
0311963ee43c84f5d278b5ff866a7782,leonardjo_work: not connection
0311963ee43c84f5d278b5ff866a7782,leonardjo_work: connnection character set is initialized by client
b0ffec9a4956e48c1fb5627ce62f8266,"i have a problem with a table who has a '-' in his name, how can a i do a select from this table? i try a lot of things but don`t work"
12409d7eed1215ddfc97c4066919a1e0,"domas: <a href=""http://nopaste.php-q.net/214173"">http://nopaste.php-q.net/214173</a> -- do you understand now why your suggestion is bad?"
12409d7eed1215ddfc97c4066919a1e0,Cacious: or were you talking about 0?
0311963ee43c84f5d278b5ff866a7782,arrase: ``
d1bb8fbfbab74180e927de637449d3e2,bigfoot: no man ...i refer to  the NULL values...
b0ffec9a4956e48c1fb5627ce62f8266,domas: thanks
